ID	RawLevels	NewLevels
100006	555,600	0.5,6
100009	1,111	2,1
100002	111,555,300	0,0.5,3
100007	600	6
100001	555,200	0.5,2
100015
100004	555,400	0.5,4
100003	555,300	0.5,3
100005	444,555,500	0.25,0.5,5
100016	555,500	0.5,5
100008
100017	444,555,300	0.25,0.5,3
100013
100011	10,3060,1030,12,24,600	1,2,3,4,5,6
100012	1,13,35,57,79,912,1200	0.5,2,4,6,8,10.5,13
100290	-10	0.5
488	-1001	0
493	0,-131,-141	1,2,3
494	-1520,-2030,-3040,-4000	1,2,3,4
496	111,112,113,114	1,2,3,4
946	-1001	0.5
